id,name,description,category,subcategory,category_confidence,category_evidence,art_class,art_class_confidence,art_class_evidence,flags,wire_extra_bytes,visual_group,visual_group_reason,visual_group_confidence,map_occurrence_sectors,map_regions,priority,priority_evidence,source,sprite_geometry
5022,a magic forcefield,You can see the other side through it,traversal,teleport,DEMONSTRATED,flag:TeleportAbsolute,unclassified_named,UNRESOLVED,name matched no art keyword,"Avoid,Bottom,Light,TeleportAbsolute,Unmove",,name:a magic forcefield|traversal,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5023,a magic forcefield,You can see the other side through it,traversal,level_change,DEMONSTRATED,flag:TeleportRelative,unclassified_named,UNRESOLVED,name matched no art keyword,"Avoid,Bottom,Light,TeleportRelative,Unmove",,name:a magic forcefield|traversal,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5024,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5025,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5026,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5027,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5028,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5029,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5030,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5031,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5032,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5033,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5034,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5035,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5036,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5037,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5038,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,Fibula,P2,map regions: Fibula,./dat/objects.srv,UNRESOLVED
5039,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5040,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5041,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5042,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5043,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5044,a bamboo lamp,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Light,Unlay,Unmove,Unpass",,name:a bamboo lamp|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5045,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,1,Senja,P2,map regions: Senja,./dat/objects.srv,UNRESOLVED
5046,a monkey statue,The words 'See no evil' are engraved on it,item,unspecified,INFERRED,no categorising flag,statue,INFERRED,name:statue,"Destroy,Unlay,Unpass",,name:a monkey statue|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5047,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,27,Camp;Darashia;Edron;Eremo;FibulaDungeon;HellsGate;Mists;Orc;Senja;Stonehome;Thais,P2,"map regions: Camp,Darashia,Edron,Eremo,FibulaDungeon,HellsGate,Mists,Orc,Senja,Stonehome,Thais",./dat/objects.srv,UNRESOLVED
5048,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,141,Ab'Dendriel;Amazons;Ankrahmun;Camp;Carlin;Darashia;DragonIsle;Drefia;Edron;Elvenbane;Eremo;Fibula;FibulaDungeon;Greenshore;HellsGate;KingsIsle;Minocity;Mists;Northport;Orc;Rookgaard;Senja;Sternum;Stonehome;Thais;Trollcaves;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
5049,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,164,Ab'Dendriel;Amazons;Ankrahmun;Camp;Carlin;Darashia;DragonIsle;Drefia;Edron;Elvenbane;Eremo;Fibula;FibulaDungeon;Greenshore;HellsGate;KingsIsle;Minocity;Mists;Northport;Orc;Rookgaard;Senja;Sternum;Stonehome;Thais;Trollcaves;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
5050,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,147,Ab'Dendriel;Amazons;Ankrahmun;Camp;Carlin;Darashia;Drefia;Edron;Elvenbane;Eremo;Fibula;FibulaDungeon;Greenshore;HellsGate;KingsIsle;Minocity;Mists;Northport;Orc;Rookgaard;Senja;Sternum;Stonehome;Thais;Trollcaves;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
5051,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,28,Camp;Carlin;Darashia;Edron;Eremo;HellsGate;Minocity;Mists;Orc;Senja;Sternum;Stonehome;Thais,P2,"map regions: Camp,Carlin,Darashia,Edron,Eremo,HellsGate,Minocity,Mists,Orc,Senja,Sternum,Stonehome,Thais",./dat/objects.srv,UNRESOLVED
5052,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,170,Ab'Dendriel;Amazons;Ankrahmun;Camp;Carlin;Darashia;Drefia;Edron;Elvenbane;Eremo;Fibula;FibulaDungeon;Greenshore;HellsGate;Kazordoon;KingsIsle;Minocity;Mists;Northport;Orc;Rookgaard;Senja;Sternum;Stonehome;Thais;Trollcaves;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
5053,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,28,Camp;Carlin;Darashia;Edron;Elvenbane;Eremo;Minocity;Mists;Orc;Rookgaard;Senja;Stonehome;Thais,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
5054,a flat roof,,item,unspecified,INFERRED,no categorising flag,roof,INFERRED,name:roof,Unmove,,name:a flat roof|item,shared name and category,INFERRED,147,Ab'Dendriel;Amazons;Ankrahmun;Camp;Carlin;Darashia;Drefia;Edron;Elvenbane;Eremo;Fibula;FibulaDungeon;Greenshore;HellsGate;Kazordoon;KingsIsle;Minocity;Mists;Northport;Orc;Rookgaard;Senja;Sternum;Stonehome;Thais;Trollcaves;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
5055,a monkey statue,The words 'Hear no evil' are engraved on it,item,unspecified,INFERRED,no categorising flag,statue,INFERRED,name:statue,"Destroy,Unlay,Unpass",,name:a monkey statue|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5056,a monkey statue,The words 'Speak no evil' are engraved on it,item,unspecified,INFERRED,no categorising flag,statue,INFERRED,name:statue,"Destroy,Unlay,Unpass",,name:a monkey statue|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5057,a snake head,It is emitting poisonous clouds,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a snake head|item,shared name and category,INFERRED,5,Edron,P2,map regions: Edron,./dat/objects.srv,UNRESOLVED
5058,a small snake head,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a small snake head|item,shared name and category,INFERRED,5,Edron,P2,map regions: Edron,./dat/objects.srv,UNRESOLVED
5059,a small snake head,It is emitting poisonous clouds,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a small snake head|item,shared name and category,INFERRED,7,Banuta;Edron,P2,"map regions: Banuta,Edron",./dat/objects.srv,UNRESOLVED
5060,a small snake head,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a small snake head|item,shared name and category,INFERRED,5,Edron,P2,map regions: Edron,./dat/objects.srv,UNRESOLVED
5061,a burning wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Light,Unmove",,name:a burning wall|decoration,shared name and category,INFERRED,4,Ab'Dendriel;DragonIsle,P2,"map regions: Ab'Dendriel,DragonIsle",./dat/objects.srv,UNRESOLVED
5062,a burning wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Light,Unmove",,name:a burning wall|decoration,shared name and category,INFERRED,3,Ab'Dendriel;DragonIsle,P2,"map regions: Ab'Dendriel,DragonIsle",./dat/objects.srv,UNRESOLVED
5063,a burning wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Light,Unmove",,name:a burning wall|decoration,shared name and category,INFERRED,3,Ab'Dendriel;DragonIsle,P2,"map regions: Ab'Dendriel,DragonIsle",./dat/objects.srv,UNRESOLVED
5064,a burning wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Light,Unmove",,name:a burning wall|decoration,shared name and category,INFERRED,5,Ab'Dendriel;DragonIsle,P2,"map regions: Ab'Dendriel,DragonIsle",./dat/objects.srv,UNRESOLVED
5065,a burning wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Light,Unmove",,name:a burning wall|decoration,shared name and category,INFERRED,2,DragonIsle,P2,map regions: DragonIsle,./dat/objects.srv,UNRESOLVED
5066,a burning wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Light,Unmove",,name:a burning wall|decoration,shared name and category,INFERRED,4,Ab'Dendriel;DragonIsle,P2,"map regions: Ab'Dendriel,DragonIsle",./dat/objects.srv,UNRESOLVED
5067,a burning wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Light,Unmove",,name:a burning wall|decoration,shared name and category,INFERRED,2,DragonIsle,P2,map regions: DragonIsle,./dat/objects.srv,UNRESOLVED
5068,electric sparks,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Light,Unmove",,name:electric sparks|decoration,shared name and category,INFERRED,33,Banuta;Elvenbane;Hills,P2,"map regions: Banuta,Elvenbane,Hills",./dat/objects.srv,UNRESOLVED
5069,electric sparks,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Light,Unmove",,name:electric sparks|decoration,shared name and category,INFERRED,28,Banuta;Elvenbane;Hills,P2,"map regions: Banuta,Elvenbane,Hills",./dat/objects.srv,UNRESOLVED
5070,electric sparks,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Light,Unmove",,name:electric sparks|decoration,shared name and category,INFERRED,5,Elvenbane;Hills,P2,"map regions: Elvenbane,Hills",./dat/objects.srv,UNRESOLVED
5071,electric iron bars,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:electric iron bars|structure,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5072,electric iron bars,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:electric iron bars|structure,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5073,electric iron bars,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:electric iron bars|structure,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5074,a lava fountain,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Light,Unlay,Unmove,Unpass",,name:a lava fountain|decoration,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5075,a lava fountain,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Light,Unlay,Unmove,Unpass",,name:a lava fountain|decoration,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5076,a stony pond,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a stony pond|usable,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5077,a stony pond,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a stony pond|usable,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5078,a stony pond,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a stony pond|usable,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5079,a stony pond,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a stony pond|usable,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5080,a panda teddy,,usable,interactable,DEMONSTRATED,flag:use,unclassified_named,UNRESOLVED,name matched no art keyword,"Take,UseEvent",,name:a panda teddy|usable,shared name and category,INFERRED,1,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
5081,a ladder,,terrain,ground,DEMONSTRATED,flag:Bank,stairs,INFERRED,name:ladder,"Avoid,Bank,CollisionEvent,Unmove",,name:a ladder|terrain,shared name and category,INFERRED,1,Thais,P2,map regions: Thais,./dat/objects.srv,UNRESOLVED
5082,a closed door,,structure,door,DEMONSTRATED,flag:NameDoor,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,NameDoor,Text,Unlay,Unmove,Unpass,Unthrow",,name:a closed door|structure,shared name and category,INFERRED,2,Greenshore,P2,map regions: Greenshore,./dat/objects.srv,UNRESOLVED
5083,an open door,,structure,door,DEMONSTRATED,flag:NameDoor,unclassified_named,UNRESOLVED,name matched no art keyword,"NameDoor,Text,Top,Unmove",,name:an open door|structure,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5084,a closed door,,structure,door,DEMONSTRATED,flag:NameDoor,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,NameDoor,Text,Unlay,Unmove,Unpass,Unthrow",,name:a closed door|structure,shared name and category,INFERRED,2,Greenshore,P2,map regions: Greenshore,./dat/objects.srv,UNRESOLVED
5085,an open door,,structure,door,DEMONSTRATED,flag:NameDoor,unclassified_named,UNRESOLVED,name matched no art keyword,"NameDoor,Text,Top,Unmove",,name:an open door|structure,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
